accel,angle,brake,clutch,curLapTime,damage,distFromStart,distRaced,focus,focus_0,focus_1,focus_2,focus_3,focus_4,fuel,gear,lastLapTime,meta,opponents_0,opponents_1,opponents_10,opponents_11,opponents_12,opponents_13,opponents_14,opponents_15,opponents_16,opponents_17,opponents_18,opponents_19,opponents_2,opponents_20,opponents_21,opponents_22,opponents_23,opponents_24,opponents_25,opponents_26,opponents_27,opponents_28,opponents_29,opponents_3,opponents_30,opponents_31,opponents_32,opponents_33,opponents_34,opponents_35,opponents_4,opponents_5,opponents_6,opponents_7,opponents_8,opponents_9,racePos,rpm,speedX,speedY,speedZ,steer,trackPos,track_0,track_1,track_10,track_11,track_12,track_13,track_14,track_15,track_16,track_17,track_18,track_2,track_3,track_4,track_5,track_6,track_7,track_8,track_9,wheelSpinVel_0,wheelSpinVel_1,wheelSpinVel_2,wheelSpinVel_3,z
0.0,0.0503461,0.0,0.0,-0.782,3,2877.63,0,0,-1,-1,-1,-1,-1,55,1,0,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,1151.92,0.0855631,0.0334301,-0.00562969,0.0,0.00511792,14.9422,15.681,109.906,67.6124,49.0938,38.7701,27.7683,20.3247,16.9385,15.4202,15.0959,17.7707,22.2527,32.7419,50.708,71.1031,120.477,200,200,0,0,-0.825531,-0.809229,0.328339
0.0,0.0503461,0.0,0.0,-0.762,3,2877.63,0,0,-1,-1,-1,-1,-1,55,1,0,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,1151.92,0.0855631,0.0334301,-0.00562969,0.0,0.00511792,14.9422,15.681,109.906,67.6124,49.0938,38.7701,27.7683,20.3247,16.9385,15.4202,15.0959,17.7707,22.2527,32.7419,50.708,71.1031,120.477,200,200,0,0,-0.825531,-0.809229,0.328339
0.0,0.0503461,0.0,0.0,-0.742,3,2877.63,0,0,-1,-1,-1,-1,-1,55,1,0,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,1151.92,0.0855631,0.0334301,-0.00562969,0.0,0.00511792,14.9422,15.681,109.906,67.6124,49.0938,38.7701,27.7683,20.3247,16.9385,15.4202,15.0959,17.7707,22.2527,32.7419,50.708,71.1031,120.477,200,200,0,0,-0.825531,-0.809229,0.328339
0.0,0.0503461,0.0,0.0,-0.722,3,2877.63,0,0,-1,-1,-1,-1,-1,55,1,0,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,1151.92,0.0855631,0.0334301,-0.00562969,0.0,0.00511792,14.9422,15.681,109.906,67.6124,49.0938,38.7701,27.7683,20.3247,16.9385,15.4202,15.0959,17.7707,22.2527,32.7419,50.708,71.1031,120.477,200,200,0,0,-0.825531,-0.809229,0.328339
0.0,0.0503461,0.0,0.0,-0.702,3,2877.63,0,0,-1,-1,-1,-1,-1,55,1,0,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,1151.92,0.0855631,0.0334301,-0.00562969,0.0,0.00511792,14.9422,15.681,109.906,67.6124,49.0938,38.7701,27.7683,20.3247,16.9385,15.4202,15.0959,17.7707,22.2527,32.7419,50.708,71.1031,120.477,200,200,0,0,-0.825531,-0.809229,0.328339
0.0,0.0503461,0.0,0.0,-0.682,3,2877.63,0,0,-1,-1,-1,-1,-1,55,1,0,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,1151.92,0.0855631,0.0334301,-0.00562969,0.0,0.00511792,14.9422,15.681,109.906,67.6124,49.0938,38.7701,27.7683,20.3247,16.9385,15.4202,15.0959,17.7707,22.2527,32.7419,50.708,71.1031,120.477,200,200,0,0,-0.825531,-0.809229,0.328339
0.0,0.0503461,0.0,0.0,-0.662,3,2877.63,0,0,-1,-1,-1,-1,-1,55,1,0,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,1151.92,0.0855631,0.0334301,-0.00562969,0.0,0.00511792,14.9422,15.681,109.906,67.6124,49.0938,38.7701,27.7683,20.3247,16.9385,15.4202,15.0959,17.7707,22.2527,32.7419,50.708,71.1031,120.477,200,200,0,0,-0.825531,-0.809229,0.328339
0.0,0.0503461,0.0,0.0,-0.642,3,2877.63,0,0,-1,-1,-1,-1,-1,55,1,0,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,1151.92,0.0855631,0.0334301,-0.00562969,0.0,0.00511792,14.9422,15.681,109.906,67.6124,49.0938,38.7701,27.7683,20.3247,16.9385,15.4202,15.0959,17.7707,22.2527,32.7419,50.708,71.1031,120.477,200,200,0,0,-0.825531,-0.809229,0.328339
0.0,0.0503461,0.0,0.0,-0.622,3,2877.63,0,0,-1,-1,-1,-1,-1,55,1,0,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,1151.92,0.0855631,0.0334301,-0.00562969,0.0,0.00511792,14.9422,15.681,109.906,67.6124,49.0938,38.7701,27.7683,20.3247,16.9385,15.4202,15.0959,17.7707,22.2527,32.7419,50.708,71.1031,120.477,200,200,0,0,-0.825531,-0.809229,0.328339
0.0,0.0503461,0.0,0.0,-0.602,3,2877.63,0,0,-1,-1,-1,-1,-1,55,1,0,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,1151.92,0.0855631,0.0334301,-0.00562969,0.0,0.00511792,14.9422,15.681,109.906,67.6124,49.0938,38.7701,27.7683,20.3247,16.9385,15.4202,15.0959,17.7707,22.2527,32.7419,50.708,71.1031,120.477,200,200,0,0,-0.825531,-0.809229,0.328339
0.0,0.0503461,0.0,0.0,-0.582,3,2877.63,0,0,-1,-1,-1,-1,-1,55,1,0,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,1151.92,0.0855631,0.0334301,-0.00562969,0.0,0.00511792,14.9422,15.681,109.906,67.6124,49.0938,38.7701,27.7683,20.3247,16.9385,15.4202,15.0959,17.7707,22.2527,32.7419,50.708,71.1031,120.477,200,200,0,0,-0.825531,-0.809229,0.328339
0.0,0.0503461,0.0,0.0,-0.562,3,2877.63,0,0,-1,-1,-1,-1,-1,55,1,0,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,1151.92,0.0855631,0.0334301,-0.00562969,0.0,0.00511792,14.9422,15.681,109.906,67.6124,49.0938,38.7701,27.7683,20.3247,16.9385,15.4202,15.0959,17.7707,22.2527,32.7419,50.708,71.1031,120.477,200,200,0,0,-0.825531,-0.809229,0.328339
0.0,0.0503461,0.0,0.0,-0.542,3,2877.63,0,0,-1,-1,-1,-1,-1,55,1,0,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,1151.92,0.0855631,0.0334301,-0.00562969,0.0,0.00511792,14.9422,15.681,109.906,67.6124,49.0938,38.7701,27.7683,20.3247,16.9385,15.4202,15.0959,17.7707,22.2527,32.7419,50.708,71.1031,120.477,200,200,0,0,-0.825531,-0.809229,0.328339
0.0,0.0503461,0.0,0.0,-0.522,3,2877.63,0,0,-1,-1,-1,-1,-1,55,1,0,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,1151.92,0.0855631,0.0334301,-0.00562969,0.0,0.00511792,14.9422,15.681,109.906,67.6124,49.0938,38.7701,27.7683,20.3247,16.9385,15.4202,15.0959,17.7707,22.2527,32.7419,50.708,71.1031,120.477,200,200,0,0,-0.825531,-0.809229,0.328339
0.0,0.0503461,0.0,0.0,-0.502,3,2877.63,0,0,-1,-1,-1,-1,-1,55,1,0,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,1151.92,0.0855631,0.0334301,-0.00562969,0.0,0.00511792,14.9422,15.681,109.906,67.6124,49.0938,38.7701,27.7683,20.3247,16.9385,15.4202,15.0959,17.7707,22.2527,32.7419,50.708,71.1031,120.477,200,200,0,0,-0.825531,-0.809229,0.328339
0.0,0.0503461,0.0,0.0,-0.482,3,2877.63,0,0,-1,-1,-1,-1,-1,55,1,0,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,1151.92,0.0855631,0.0334301,-0.00562969,0.0,0.00511792,14.9422,15.681,109.906,67.6124,49.0938,38.7701,27.7683,20.3247,16.9385,15.4202,15.0959,17.7707,22.2527,32.7419,50.708,71.1031,120.477,200,200,0,0,-0.825531,-0.809229,0.328339
0.0,0.0503461,0.0,0.0,-0.462,3,2877.63,0,0,-1,-1,-1,-1,-1,55,1,0,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,1151.92,0.0855631,0.0334301,-0.00562969,0.0,0.00511792,14.9422,15.681,109.906,67.6124,49.0938,38.7701,27.7683,20.3247,16.9385,15.4202,15.0959,17.7707,22.2527,32.7419,50.708,71.1031,120.477,200,200,0,0,-0.825531,-0.809229,0.328339
0.0,0.0503461,0.0,0.0,-0.442,3,2877.63,0,0,-1,-1,-1,-1,-1,55,1,0,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,1151.92,0.0855631,0.0334301,-0.00562969,0.0,0.00511792,14.9422,15.681,109.906,67.6124,49.0938,38.7701,27.7683,20.3247,16.9385,15.4202,15.0959,17.7707,22.2527,32.7419,50.708,71.1031,120.477,200,200,0,0,-0.825531,-0.809229,0.328339
0.0,0.0503461,0.0,0.0,-0.422,3,2877.63,0,0,-1,-1,-1,-1,-1,55,1,0,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,1151.92,0.0855631,0.0334301,-0.00562969,0.0,0.00511792,14.9422,15.681,109.906,67.6124,49.0938,38.7701,27.7683,20.3247,16.9385,15.4202,15.0959,17.7707,22.2527,32.7419,50.708,71.1031,120.477,200,200,0,0,-0.825531,-0.809229,0.328339
0.0,0.0503461,0.0,0.0,-0.402,3,2877.63,0,0,-1,-1,-1,-1,-1,55,1,0,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,1151.92,0.0855631,0.0334301,-0.00562969,0.0,0.00511792,14.9422,15.681,109.906,67.6124,49.0938,38.7701,27.7683,20.3247,16.9385,15.4202,15.0959,17.7707,22.2527,32.7419,50.708,71.1031,120.477,200,200,0,0,-0.825531,-0.809229,0.328339
0.0,0.0503461,0.0,0.0,-0.382,3,2877.63,0,0,-1,-1,-1,-1,-1,55,1,0,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,1151.92,0.0855631,0.0334301,-0.00562969,0.0,0.00511792,14.9422,15.681,109.906,67.6124,49.0938,38.7701,27.7683,20.3247,16.9385,15.4202,15.0959,17.7707,22.2527,32.7419,50.708,71.1031,120.477,200,200,0,0,-0.825531,-0.809229,0.328339
0.0,0.0503461,0.0,0.0,-0.362,3,2877.63,0,0,-1,-1,-1,-1,-1,55,1,0,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,1151.92,0.0855631,0.0334301,-0.00562969,0.0,0.00511792,14.9422,15.681,109.906,67.6124,49.0938,38.7701,27.7683,20.3247,16.9385,15.4202,15.0959,17.7707,22.2527,32.7419,50.708,71.1031,120.477,200,200,0,0,-0.825531,-0.809229,0.328339
0.0,0.0503461,0.0,0.0,-0.342,3,2877.63,0,0,-1,-1,-1,-1,-1,55,1,0,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,1151.92,0.0855631,0.0334301,-0.00562969,0.0,0.00511792,14.9422,15.681,109.906,67.6124,49.0938,38.7701,27.7683,20.3247,16.9385,15.4202,15.0959,17.7707,22.2527,32.7419,50.708,71.1031,120.477,200,200,0,0,-0.825531,-0.809229,0.328339
0.05,0.0503461,0.0,0.0,-0.322,3,2877.63,0,0,-1,-1,-1,-1,-1,55,1,0,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,1151.92,0.0855631,0.0334301,-0.00562969,0.0,0.00511792,14.9422,15.681,109.906,67.6124,49.0938,38.7701,27.7683,20.3247,16.9385,15.4202,15.0959,17.7707,22.2527,32.7419,50.708,71.1031,120.477,200,200,0,0,-0.825531,-0.809229,0.328339
0.1,0.0503461,0.0,0.0,-0.302,3,2877.63,0,0,-1,-1,-1,-1,-1,55,1,0,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,1151.92,0.0855631,0.0334301,-0.00562969,0.0,0.00511792,14.9422,15.681,109.906,67.6124,49.0938,38.7701,27.7683,20.3247,16.9385,15.4202,15.0959,17.7707,22.2527,32.7419,50.708,71.1031,120.477,200,200,0,0,-0.825531,-0.809229,0.328339
0.15000000000000002,0.0503461,0.0,0.0,-0.282,3,2877.63,0,0,-1,-1,-1,-1,-1,55,1,0,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,1161.5,0.0855631,0.0334301,-0.00562969,0.0,0.00511792,14.9422,15.681,109.906,67.6124,49.0938,38.7701,27.7683,20.3247,16.9385,15.4202,15.0959,17.7707,22.2527,32.7419,50.708,71.1031,120.477,200,200,0,0,-0.825531,-0.809229,0.328339
0.2,0.0503461,0.0,0.0,-0.262,3,2877.63,0,0,-1,-1,-1,-1,-1,55,1,0,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,1180.69,0.0855631,0.0334301,-0.00562969,0.0,0.00511792,14.9422,15.681,109.906,67.6124,49.0938,38.7701,27.7683,20.3247,16.9385,15.4202,15.0959,17.7707,22.2527,32.7419,50.708,71.1031,120.477,200,200,0,0,-0.825531,-0.809229,0.328339
0.25,0.0503461,0.0,0.0,-0.242,3,2877.63,0,0,-1,-1,-1,-1,-1,55,1,0,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,1209.63,0.0855631,0.0334301,-0.00562969,0.0,0.00511792,14.9422,15.681,109.906,67.6124,49.0938,38.7701,27.7683,20.3247,16.9385,15.4202,15.0959,17.7707,22.2527,32.7419,50.708,71.1031,120.477,200,200,0,0,-0.825531,-0.809229,0.328339
0.3,0.0503461,0.0,0.0,-0.222,3,2877.63,0,0,-1,-1,-1,-1,-1,55,1,0,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,1248.55,0.0855631,0.0334301,-0.00562969,0.0,0.00511792,14.9422,15.681,109.906,67.6124,49.0938,38.7701,27.7683,20.3247,16.9385,15.4202,15.0959,17.7707,22.2527,32.7419,50.708,71.1031,120.477,200,200,0,0,-0.825531,-0.809229,0.328339
0.35,0.0503461,0.0,0.0,-0.202,3,2877.63,0,0,-1,-1,-1,-1,-1,55,1,0,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,1297.79,0.0855631,0.0334301,-0.00562969,0.0,0.00511792,14.9422,15.681,109.906,67.6124,49.0938,38.7701,27.7683,20.3247,16.9385,15.4202,15.0959,17.7707,22.2527,32.7419,50.708,71.1031,120.477,200,200,0,0,-0.825531,-0.809229,0.328339
0.39999999999999997,0.0503461,0.0,0.0,-0.182,3,2877.63,0,0,-1,-1,-1,-1,-1,55,1,0,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,1357.79,0.0855631,0.0334301,-0.00562969,0.0,0.00511792,14.9422,15.681,109.906,67.6124,49.0938,38.7701,27.7683,20.3247,16.9385,15.4202,15.0959,17.7707,22.2527,32.7419,50.708,71.1031,120.477,200,200,0,0,-0.825531,-0.809229,0.328339
0.44999999999999996,0.0503461,0.0,0.0,-0.162,3,2877.63,0,0,-1,-1,-1,-1,-1,54.9999,1,0,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,1429.13,0.0855631,0.0334301,-0.00562969,0.0,0.00511792,14.9422,15.681,109.906,67.6124,49.0938,38.7701,27.7683,20.3247,16.9385,15.4202,15.0959,17.7707,22.2527,32.7419,50.708,71.1031,120.477,200,200,0,0,-0.825531,-0.809229,0.328339
0.49999999999999994,0.0503461,0.0,0.0,-0.142,3,2877.63,0,0,-1,-1,-1,-1,-1,54.9999,1,0,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,1512.49,0.0855631,0.0334301,-0.00562969,0.0,0.00511792,14.9422,15.681,109.906,67.6124,49.0938,38.7701,27.7683,20.3247,16.9385,15.4202,15.0959,17.7707,22.2527,32.7419,50.708,71.1031,120.477,200,200,0,0,-0.825531,-0.809229,0.328339
0.5499999999999999,0.0503461,0.0,0.0,-0.122,3,2877.63,0,0,-1,-1,-1,-1,-1,54.9998,1,0,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,1608.7,0.0855631,0.0334301,-0.00562969,0.0,0.00511792,14.9422,15.681,109.906,67.6124,49.0938,38.7701,27.7683,20.3247,16.9385,15.4202,15.0959,17.7707,22.2527,32.7419,50.708,71.1031,120.477,200,200,0,0,-0.825531,-0.809229,0.328339
0.6,0.0503461,0.0,0.0,-0.102,3,2877.63,0,0,-1,-1,-1,-1,-1,54.9998,1,0,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,1718.76,0.0855631,0.0334301,-0.00562969,0.0,0.00511792,14.9422,15.681,109.906,67.6124,49.0938,38.7701,27.7683,20.3247,16.9385,15.4202,15.0959,17.7707,22.2527,32.7419,50.708,71.1031,120.477,200,200,0,0,-0.825531,-0.809229,0.328339
0.65,0.0503461,0.0,0.0,-0.082,3,2877.63,0,0,-1,-1,-1,-1,-1,54.9997,1,0,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,1843.83,0.0855631,0.0334301,-0.00562969,0.0,0.00511792,14.9422,15.681,109.906,67.6124,49.0938,38.7701,27.7683,20.3247,16.9385,15.4202,15.0959,17.7707,22.2527,32.7419,50.708,71.1031,120.477,200,200,0,0,-0.825531,-0.809229,0.328339
0.7000000000000001,0.0503461,0.0,0.0,-0.062,3,2877.63,0,0,-1,-1,-1,-1,-1,54.9997,1,0,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,1985.27,0.0855631,0.0334301,-0.00562969,0.0,0.00511792,14.9422,15.681,109.906,67.6124,49.0938,38.7701,27.7683,20.3247,16.9385,15.4202,15.0959,17.7707,22.2527,32.7419,50.708,71.1031,120.477,200,200,0,0,-0.825531,-0.809229,0.328339
0.7500000000000001,0.0503461,0.0,0.0,-0.042,3,2877.63,0,0,-1,-1,-1,-1,-1,54.9996,1,0,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,2144.66,0.0855631,0.0334301,-0.00562969,0.0,0.00511792,14.9422,15.681,109.906,67.6124,49.0938,38.7701,27.7683,20.3247,16.9385,15.4202,15.0959,17.7707,22.2527,32.7419,50.708,71.1031,120.477,200,200,0,0,-0.825531,-0.809229,0.328339
