accel,angle,brake,clutch,curLapTime,damage,distFromStart,distRaced,focus,focus_0,focus_1,focus_2,focus_3,focus_4,fuel,gear,lastLapTime,meta,opponents_0,opponents_1,opponents_10,opponents_11,opponents_12,opponents_13,opponents_14,opponents_15,opponents_16,opponents_17,opponents_18,opponents_19,opponents_2,opponents_20,opponents_21,opponents_22,opponents_23,opponents_24,opponents_25,opponents_26,opponents_27,opponents_28,opponents_29,opponents_3,opponents_30,opponents_31,opponents_32,opponents_33,opponents_34,opponents_35,opponents_4,opponents_5,opponents_6,opponents_7,opponents_8,opponents_9,racePos,rpm,speedX,speedY,speedZ,steer,trackPos,track_0,track_1,track_10,track_11,track_12,track_13,track_14,track_15,track_16,track_17,track_18,track_2,track_3,track_4,track_5,track_6,track_7,track_8,track_9,wheelSpinVel_0,wheelSpinVel_1,wheelSpinVel_2,wheelSpinVel_3,z
1.0,-0.0487254,0.0,0.0,31.676,1,1819.5,4897.06,0,-1,-1,-1,-1,-1,48.6819,6,70.568,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,6617.97,216.352,-3.31396,-2.09443,0.0,0.0951864,13.5886,13.8925,129.87,88.9754,64.8673,50.2749,34.5397,24.1322,19.4529,17.2334,16.4469,15.2994,18.4692,25.6631,37.1624,49.5289,81.2502,200,193.781,183.855,184.954,180.669,180.818,0.4807
1.0,-0.0462449,0.0,0.0,31.698,1,1820.83,4898.39,0,-1,-1,-1,-1,-1,48.6815,6,70.568,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,6617.96,216.397,-2.78428,-2.09895,0.0,0.0981405,13.5427,13.8547,128.603,88.2797,64.4973,50.0742,34.4787,24.1337,19.4752,17.2664,16.4894,15.2693,18.4514,25.6829,37.2867,49.8423,82.6947,200,191.866,183.928,184.851,180.705,180.86,0.479665
1.0,-0.0437511,0.0,0.0,31.72,1,1822.15,4899.71,0,-1,-1,-1,-1,-1,48.6812,6,70.568,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,6616.01,216.442,-2.28052,-2.09475,0.0,0.101086,13.4969,13.8171,127.347,87.59,64.1298,49.8741,34.4175,24.1347,19.4971,17.2993,16.5317,15.2395,18.434,25.704,37.415,50.1669,84.2513,200,189.955,183.986,184.722,180.742,180.898,0.478628
1.0,-0.0412596,0.0,0.0,31.742,1,1823.48,4901.04,0,-1,-1,-1,-1,-1,48.6809,6,70.568,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,6616.81,216.484,-1.80434,-2.08559,0.0,0.10402,13.4514,13.7798,126.111,86.9119,63.7677,49.6758,34.3566,24.1358,19.5188,17.3321,16.5741,15.2099,18.417,25.726,37.5462,50.4993,85.9225,200,188.061,184.072,184.638,180.781,180.934,0.477643
1.0,-0.0387862,0.0,0.0,31.764,1,1824.8,4902.36,0,-1,-1,-1,-1,-1,48.6805,6,70.568,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,6615.62,216.527,-1.3584,-2.06154,0.0,0.106913,13.4066,13.7432,124.901,86.2481,63.4123,49.4812,34.2965,24.1364,19.54,17.3643,16.6159,15.1808,18.4005,25.7486,37.6789,50.8383,87.718,200,186.194,184.072,184.596,180.819,180.968,0.476562
1.0,-0.0363401,0.0,0.0,31.786,1,1826.13,4903.69,0,-1,-1,-1,-1,-1,48.6802,6,70.568,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,6615.34,216.568,-0.943602,-2.03023,0.0,0.10977,13.3625,13.7069,123.722,85.6023,63.0667,49.2911,34.2377,24.1372,19.5611,17.3964,16.6573,15.1521,18.3843,25.7712,37.8126,51.1823,89.6446,200,184.363,184.127,184.546,180.858,180.999,0.475449
1.0,-0.033932,0.0,0.0,31.808,1,1827.45,4905.01,0,-1,-1,-1,-1,-1,48.6799,6,70.568,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,6615.65,216.609,-0.560681,-1.99303,0.0,0.112577,13.3192,13.6714,122.578,84.9756,62.7302,49.1057,34.1801,24.1379,19.5818,17.4279,16.698,15.1241,18.3685,25.794,37.9469,51.5288,91.7157,200,182.573,184.218,184.443,180.898,181.029,0.474713
1.0,-0.0315698,0.0,0.0,31.83,1,1828.78,4906.34,0,-1,-1,-1,-1,-1,48.6795,6,70.568,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,6615.81,216.648,-0.210072,-1.94717,0.0,0.11532,13.2769,13.6368,121.471,84.3703,62.405,48.9261,34.124,24.1386,19.6019,17.4586,16.7379,15.0967,18.3533,25.8173,38.0813,51.879,93.9556,200,180.829,184.245,184.411,180.937,181.057,0.473514
1.0,-0.029259,0.0,0.0,31.852,1,1830.11,4907.67,0,-1,-1,-1,-1,-1,48.6792,6,70.568,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,6615.72,216.687,0.108785,-1.89352,0.0,0.117993,13.2358,13.6031,120.403,83.7864,62.09,48.7518,34.0695,24.1391,19.6215,17.4885,16.777,15.0701,18.3386,25.8405,38.2149,52.2299,96.3901,200,179.136,184.31,184.355,180.976,181.083,0.472556
1.0,-0.0270065,0.0,0.0,31.874,1,1831.43,4908.99,0,-1,-1,-1,-1,-1,48.6788,6,70.568,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,6616.39,216.725,0.396229,-1.83144,0.0,0.120589,13.1961,13.5705,119.376,83.2243,61.787,48.5841,34.0164,24.1395,19.6404,17.5176,16.8149,15.0444,18.3245,25.8638,38.348,52.5804,99.0531,200,177.496,184.336,184.372,181.016,181.109,0.4715
